filename,token,bio_tag
24781756.txt,die,O
24781756.txt,age,O
24781756.txt,30,O
24781756.txt,month,O
24781756.txt,severe,O
24781756.txt,hypoxemia,B-SYMPTOMS
24781756.txt,febrile,B-DISEASE
24781756.txt,illness,I-DISEASE
24781756.txt,chest,O
24781756.txt,infection,O
24781756.txt,pulmonary,O
24781756.txt,edema,B-SYMPTOMS
24781756.txt,parent,O
24781756.txt,refuse,O
24781756.txt,mechanical,O
24781756.txt,ventilation,O
24781756.txt,refuse,O
24781756.txt,reanimation,O
24898994.txt,woman,B-SEX
24898994.txt,60,O
24898994.txt,find,O
24898994.txt,screen,O
24898994.txt,detect,O
24898994.txt,invasive,O
24898994.txt,lobular,O
24898994.txt,breast,B-DISEASE
24898994.txt,carcinoma,I-DISEASE
24898994.txt,right,O
24898994.txt,breast,O
24898994.txt,invasive,O
24898994.txt,ductal,B-DISEASE
24898994.txt,carcinoma,I-DISEASE
24898994.txt,special,O
24898994.txt,type,O
24898994.txt,left,O
24898994.txt,breast,O
24898994.txt,stage,O
24898994.txt,ct,O
24898994.txt,image,O
24898994.txt,prior,O
24898994.txt,mastectomy,O
24898994.txt,show,O
24898994.txt,12,O
24898994.txt,cm,O
24898994.txt,pelvic,O
24898994.txt,mass,B-SYMPTOMS
24898994.txt,initial,O
24898994.txt,impression,O
24898994.txt,think,O
24898994.txt,fibroid,B-SYMPTOMS
24898994.txt,uterus,O
24898994.txt,associate,O
24898994.txt,postmenopausal,O
24898994.txt,bleeding,B-SYMPTOMS
24898994.txt,lead,O
24898994.txt,pelvic,O
24898994.txt,ultrasound,O
24898994.txt,hysteroscopy,O
24898994.txt,biopsy,O
24898994.txt,biopsy,O
24898994.txt,show,O
24898994.txt,undifferentiated,O
24898994.txt,sarcoma,B-DISEASE
24898994.txt,unclassifiable,O
24898994.txt,immunohistochemistry,O
24898994.txt,follow,O
24898994.txt,discussion,O
24898994.txt,multidisciplinary,O
24898994.txt,team,O
24898994.txt,meet,O
24898994.txt,feel,O
24898994.txt,uterine,O
24898994.txt,tumour,B-SYMPTOMS
24898994.txt,separate,O
24898994.txt,primary,O
24898994.txt,malignancy,O
24898994.txt,metastasis,B-DISEASE
24898994.txt,breast,O
24898994.txt,hysterectomy,O
24898994.txt,bilateral,O
24898994.txt,salpingooophorectomy,O
24898994.txt,perform,O
24898994.txt,treatment,O
24898994.txt,purpose,O
24898994.txt,fully,O
24898994.txt,categorise,O
24898994.txt,malignancy,O
24898994.txt,guide,O
24898994.txt,adjuvant,O
24898994.txt,therapy,O
24898994.txt,histological,O
24898994.txt,examination,O
24898994.txt,resection,O
24898994.txt,speciman,O
24898994.txt,show,O
24898994.txt,partially,O
24898994.txt,necrotic,O
24898994.txt,tumour,O
24898994.txt,discrete,O
24898994.txt,outline,O
24898994.txt,locate,O
24898994.txt,extend,O
24898994.txt,myometrium,O
24898994.txt,tumour,O
24898994.txt,compose,O
24898994.txt,malignant,O
24898994.txt,spindle,O
24898994.txt,cell,O
24898994.txt,figure,O
24898994.txt,1a,O
24898994.txt,intermittent,O
24898994.txt,component,O
24898994.txt,pleomorphic,O
24898994.txt,cell,O
24898994.txt,abundant,O
24898994.txt,eosinophilic,O
24898994.txt,cytoplasm,O
24898994.txt,plentiful,O
24898994.txt,osteoclastlike,O
24898994.txt,giant,O
24898994.txt,cell,O
24898994.txt,present,O
24898994.txt,figure,O
24898994.txt,1b,O
24898994.txt,mitose,O
24898994.txt,numerous,O
24898994.txt,structurally,O
24898994.txt,abnormal,O
24898994.txt,form,O
24898994.txt,common,O
24898994.txt,neoplastic,O
24898994.txt,cell,O
24898994.txt,surround,O
24898994.txt,hyaline,O
24898994.txt,osteoid,O
24898994.txt,matrix,O
24898994.txt,foci,O
24898994.txt,coarse,O
24898994.txt,neoplastic,O
24898994.txt,weave,O
24898994.txt,bone,O
24898994.txt,figure,O
24898994.txt,1c,O
24898994.txt,generous,O
24898994.txt,sampling,O
24898994.txt,tumour,O
24898994.txt,show,O
24898994.txt,admixed,O
24898994.txt,neoplastic,O
24898994.txt,epithelial,O
24898994.txt,element,O
24898994.txt,rule,O
24898994.txt,common,O
24898994.txt,carcinosarcoma,O
24898994.txt,malignant,O
24898994.txt,mixed,O
24898994.txt,mllerian,O
24898994.txt,tumour,O
24898994.txt,tumour,O
24898994.txt,cell,O
24898994.txt,show,O
24898994.txt,immunohistochemical,O
24898994.txt,expression,O
24898994.txt,vimentin,O
24898994.txt,smooth,O
24898994.txt,muscle,O
24898994.txt,actin,O
24898994.txt,sma,O
24898994.txt,desmin,O
24898994.txt,focally,O
24898994.txt,cd99,O
24898994.txt,epithelial,O
24898994.txt,marker,O
24898994.txt,express,O
24898994.txt,morphological,O
24898994.txt,immunohistochemical,O
24898994.txt,appearance,O
24898994.txt,keep,O
24898994.txt,primary,O
24898994.txt,uterine,O
24898994.txt,osteoblastic,O
24898994.txt,variant,O
24898994.txt,osteosarcoma,B-DISEASE
24898994.txt,unfortunately,O
24898994.txt,despite,O
24898994.txt,treatment,O
24898994.txt,ct,O
24898994.txt,imaging,O
24898994.txt,show,O
24898994.txt,development,O
24898994.txt,multiple,O
24898994.txt,peritoneal,O
24898994.txt,pulmonary,O
24898994.txt,deposit,O
24898994.txt,confirm,O
24898994.txt,biopsy,O
24898994.txt,metastatic,O
24898994.txt,osteosarcoma,O
24898994.txt,patient,O
24898994.txt,receive,O
24898994.txt,palliative,O
24898994.txt,chemotherapy,O
24898994.txt,die,O
24898994.txt,month,O
24898994.txt,later,O
24957905.txt,56yearold,O
24957905.txt,african,O
24957905.txt,american,O
24957905.txt,man,B-SEX
24957905.txt,initially,O
24957905.txt,present,O
24957905.txt,diarrhea,B-SYMPTOMS
24957905.txt,weight,B-SYMPTOMS
24957905.txt,loss,I-SYMPTOMS
24957905.txt,painless,O
24957905.txt,jaundice,B-SYMPTOMS
24957905.txt,subsequently,O
24957905.txt,find,O
24957905.txt,adenocarcinoma,B-DISEASE
24957905.txt,head,O
24957905.txt,pancrea,O
24957905.txt,initial,O
24957905.txt,workup,O
24957905.txt,reveal,O
24957905.txt,localize,O
24957905.txt,cancer,B-DISEASE
24957905.txt,evidence,O
24957905.txt,distant,O
24957905.txt,metastasis,O
24957905.txt,undergo,O
24957905.txt,pancreaticoduodenectomy,O
24957905.txt,complete,O
24957905.txt,surgical,O
24957905.txt,resection,O
24957905.txt,5,O
24957905.txt,cm,O
24957905.txt,moderately,O
24957905.txt,differentiate,O
24957905.txt,pancreatic,O
24957905.txt,adenocarcinoma,O
24957905.txt,patient,O
24957905.txt,underwent,O
24957905.txt,complete,O
24957905.txt,surgical,O
24957905.txt,resection,O
24957905.txt,pathological,O
24957905.txt,examination,O
24957905.txt,reveal,O
24957905.txt,neoplastic,B-SYMPTOMS
24957905.txt,invasion,I-SYMPTOMS
24957905.txt,resect,O
24957905.txt,adjacent,O
24957905.txt,organ,O
24957905.txt,seven,O
24957905.txt,resect,O
24957905.txt,lymph,O
24957905.txt,node,O
24957905.txt,contain,O
24957905.txt,cancer,O
24957905.txt,t3n1m0,O
24957905.txt,point,O
24957905.txt,oncology,O
24957905.txt,department,O
24957905.txt,recommend,O
24957905.txt,proceed,O
24957905.txt,adjuvant,O
24957905.txt,chemotherapy,O
24957905.txt,gemcitabine,O
24957905.txt,1000mgm2,O
24957905.txt,iv,O
24957905.txt,day,O
24957905.txt,1,O
24957905.txt,8,O
24957905.txt,15,O
24957905.txt,28day,O
24957905.txt,cycle,O
24957905.txt,cycle,O
24957905.txt,try,O
24957905.txt,reduce,O
24957905.txt,likelihood,O
24957905.txt,recurrence,B-SYMPTOMS
24957905.txt,complete,O
24957905.txt,cycle,O
24957905.txt,total,O
24957905.txt,dose,O
24957905.txt,chemotherapy,O
24957905.txt,present,O
24957905.txt,emergency,O
24957905.txt,department,O
24957905.txt,worsen,O
24957905.txt,exertional,O
24957905.txt,dyspnea,B-SYMPTOMS
24957905.txt,threepillow,O
24957905.txt,orthopnea,B-SYMPTOMS
24957905.txt,paroxysmal,O
24957905.txt,nocturnal,O
24957905.txt,dyspnea,O
24957905.txt,fatigue,B-SYMPTOMS
24957905.txt,physical,O
24957905.txt,examination,O
24957905.txt,reveal,O
24957905.txt,elevated,O
24957905.txt,jugular,O
24957905.txt,venous,O
24957905.txt,pressure,O
24957905.txt,jvp,O
24957905.txt,10,O
24957905.txt,cm,O
24957905.txt,sternal,O
24957905.txt,angle,O
24957905.txt,bibasilar,O
24957905.txt,rale,O
24957905.txt,2,O
24957905.txt,pitting,O
24957905.txt,edema,B-SYMPTOMS
24957905.txt,low,O
24957905.txt,extremity,O
24957905.txt,cardiac,O
24957905.txt,auscultation,O
24957905.txt,reveal,O
24957905.txt,gallop,B-SYMPTOMS
24957905.txt,rhythm,I-SYMPTOMS
24957905.txt,s3,O
24957905.txt,grade,O
24957905.txt,3,O
24957905.txt,holosystolic,O
24957905.txt,murmur,B-SYMPTOMS
24957905.txt,precordium,O
24957905.txt,chest,O
24957905.txt,xray,O
24957905.txt,show,O
24957905.txt,cardiomegaly,B-SYMPTOMS
24957905.txt,mild,O
24957905.txt,moderatesize,O
24957905.txt,rightside,O
24957905.txt,pleural,B-DISEASE
24957905.txt,effusion,I-DISEASE
24957905.txt,think,O
24957905.txt,presentation,O
24957905.txt,consistent,O
24957905.txt,fluid,B-SYMPTOMS
24957905.txt,overload,I-SYMPTOMS
24957905.txt,secondary,O
24957905.txt,congestive,B-DISEASE
24957905.txt,heart,I-DISEASE
24957905.txt,failure,I-DISEASE
24957905.txt,chf,B-DISEASE
24957905.txt,start,O
24957905.txt,intravenous,O
24957905.txt,iv,O
24957905.txt,furosemide,O
24957905.txt,partial,O
24957905.txt,improvement,O
24957905.txt,symptom,O
24957905.txt,day,O
24957905.txt,twodimensional,O
24957905.txt,echocardiography,O
24957905.txt,2d,O
24957905.txt,echo,O
24957905.txt,perform,O
24957905.txt,show,O
24957905.txt,leave,O
24957905.txt,ventricular,O
24957905.txt,ejection,O
24957905.txt,fraction,O
24957905.txt,lvef,O
24957905.txt,15,O
24957905.txt,20,O
24957905.txt,percent,O
24957905.txt,global,O
24957905.txt,hypokinesia,B-SYMPTOMS
24957905.txt,moderate,O
24957905.txt,mitral,B-SYMPTOMS
24957905.txt,regurgitation,I-SYMPTOMS
24957905.txt,give,O
24957905.txt,finding,O
24957905.txt,2d,O
24957905.txt,echo,O
24957905.txt,absence,O
24957905.txt,significant,O
24957905.txt,risk,O
24957905.txt,factor,O
24957905.txt,coronary,B-DISEASE
24957905.txt,artery,I-DISEASE
24957905.txt,disease,I-DISEASE
24957905.txt,cad,B-DISEASE
24957905.txt,ischemic,O
24957905.txt,cardiomyopathy,B-DISEASE
24957905.txt,cmp,B-DISEASE
24957905.txt,conclude,O
24957905.txt,patient,O
24957905.txt,cmp,O
24957905.txt,relate,O
24957905.txt,recent,O
24957905.txt,use,O
24957905.txt,gemcitabine,O
24957905.txt,patient,O
24957905.txt,start,O
24957905.txt,carvedilol,O
24957905.txt,angiotensinconverte,O
24957905.txt,enzyme,O
24957905.txt,inhibitor,O
24957905.txt,addition,O
24957905.txt,diuretics,O
24957905.txt,discharge,O
24957905.txt,hospital,O
24957905.txt,day,O
24957905.txt,later,O
24957905.txt,euvolemic,B-SYMPTOMS
24957905.txt,state,O
24957905.txt,point,O
24957905.txt,cardiology,O
24957905.txt,department,O
24957905.txt,recommend,O
24957905.txt,stop,O
24957905.txt,chemotherapy,O
24957905.txt,gemcitabine,O
24957905.txt,oncology,O
24957905.txt,department,O
24957905.txt,advise,O
24957905.txt,testing,O
24957905.txt,rule,O
24957905.txt,ischemia,B-SYMPTOMS
24957905.txt,cause,O
24957905.txt,cmp,O
24957905.txt,opinion,O
24957905.txt,chemotherapy,O
24957905.txt,gemcitabine,O
24957905.txt,option,O
24957905.txt,reduce,O
24957905.txt,risk,O
24957905.txt,recurrence,O
24957905.txt,patient,O
24957905.txt,week,O
24957905.txt,later,O
24957905.txt,patient,O
24957905.txt,underwent,O
24957905.txt,myocardial,O
24957905.txt,perfusion,O
24957905.txt,imaging,O
24957905.txt,mpi,O
24957905.txt,show,O
24957905.txt,fix,O
24957905.txt,small,O
24957905.txt,moderatesize,O
24957905.txt,inferior,O
24957905.txt,wall,O
24957905.txt,defect,B-SYMPTOMS
24957905.txt,evidence,O
24957905.txt,active,O
24957905.txt,ischemia,O
24957905.txt,ejection,O
24957905.txt,fraction,O
24957905.txt,ef,O
24957905.txt,mpi,O
24957905.txt,calculate,O
24957905.txt,17,O
24957905.txt,20,O
24957905.txt,percent,O
24957905.txt,severe,O
24957905.txt,global,O
24957905.txt,hypokinesia,O
24957905.txt,patient,O
24957905.txt,continue,O
24957905.txt,standard,O
24957905.txt,heart,O
24957905.txt,failure,O
24957905.txt,therapy,O
24957905.txt,admission,O
24957905.txt,hospital,O
24957905.txt,chf,O
24957905.txt,exacerbation,O
24957905.txt,month,O
24957905.txt,later,O
24957905.txt,respond,O
24957905.txt,iv,O
24957905.txt,furosemide,O
24957905.txt,adjustment,O
24957905.txt,heart,O
24957905.txt,failure,O
24957905.txt,therapy,O
24957905.txt,2d,O
24957905.txt,echo,O
24957905.txt,repeat,O
24957905.txt,month,O
24957905.txt,later,O
24957905.txt,show,O
24957905.txt,improvement,O
24957905.txt,systolic,O
24957905.txt,function,O
24957905.txt,lvef,O
24957905.txt,40,O
24957905.txt,percent,O
24957905.txt,poor,O
24957905.txt,functional,O
24957905.txt,status,O
24957905.txt,underlie,O
24957905.txt,cmp,O
24957905.txt,gemcitabine,O
24957905.txt,chemotherapy,O
24957905.txt,stop,O
24957905.txt,later,O
24957905.txt,patient,O
24957905.txt,develop,O
24957905.txt,recurrence,O
24957905.txt,pancreatic,B-DISEASE
24957905.txt,cancer,I-DISEASE
24957905.txt,refuse,O
24957905.txt,chemotherapy,O
24957905.txt,decide,O
24957905.txt,proceed,O
24957905.txt,palliative,O
24957905.txt,care,O
24957905.txt,exact,O
24957905.txt,etiology,O
24957905.txt,patient,O
24957905.txt,dilate,O
24957905.txt,cardiomyopathy,O
24957905.txt,remain,O
24957905.txt,unclear,O
24957905.txt,gemcitabine,O
24957905.txt,remain,O
24957905.txt,likely,O
24957905.txt,culprit,O
24957905.txt,temporal,O
24957905.txt,relationship,O
24957905.txt,symptom,O
24957905.txt,initiation,O
24957905.txt,gemcitabine,O
24957905.txt,chemotherapy,O
24957905.txt,lack,O
24957905.txt,risk,O
24957905.txt,factor,O
24957905.txt,ischemic,O
24957905.txt,cmp,O
24957905.txt,prior,O
24957905.txt,history,O
24957905.txt,cad,O
24957905.txt,finding,O
24957905.txt,global,O
24957905.txt,hypokinesia,O
24957905.txt,2d,O
24957905.txt,echo,O
24957905.txt,absence,O
24957905.txt,ischemia,O
24957905.txt,mpi,O
24957905.txt,improvement,O
24957905.txt,systolic,O
24957905.txt,function,O
24957905.txt,discontinuation,O
24957905.txt,gemcitabine,O
24957905.txt,consistent,O
24957905.txt,gemcitabineinduce,O
24957905.txt,cardiomyopathy,O
25023062.txt,66yearold,O
25023062.txt,caucasian,O
25023062.txt,woman,B-SEX
25023062.txt,history,O
25023062.txt,hypertension,B-SYMPTOMS
25023062.txt,admit,O
25023062.txt,hospital,O
25023062.txt,recent,O
25023062.txt,diagnosis,O
25023062.txt,burkitt,B-DISEASE
25023062.txt,lymphoma,I-DISEASE
25023062.txt,lactate,O
25023062.txt,dehydrogenase,O
25023062.txt,level,O
25023062.txt,high,O
25023062.txt,diameter,O
25023062.txt,mediastinal,O
25023062.txt,mass,B-SYMPTOMS
25023062.txt,10,O
25023062.txt,cm,O
25023062.txt,physical,O
25023062.txt,examination,O
25023062.txt,normal,O
25023062.txt,basal,O
25023062.txt,electrocardiography,O
25023062.txt,ecg,O
25023062.txt,show,O
25023062.txt,sinus,B-SYMPTOMS
25023062.txt,rhythm,I-SYMPTOMS
25023062.txt,heart,O
25023062.txt,rate,O
25023062.txt,72,O
25023062.txt,beatsminute,O
25023062.txt,twodimensional,O
25023062.txt,transthoracic,O
25023062.txt,echocardiography,O
25023062.txt,tte,O
25023062.txt,siemens,O
25023062.txt,acuson,O
25023062.txt,sequoia,O
25023062.txt,c512,O
25023062.txt,reveal,O
25023062.txt,normal,O
25023062.txt,biventricular,O
25023062.txt,function,O
25023062.txt,lv,O
25023062.txt,ejection,O
25023062.txt,fraction,O
25023062.txt,lvef,O
25023062.txt,60,O
25023062.txt,mild,O
25023062.txt,mitral,O
25023062.txt,tricuspid,O
25023062.txt,regurgitation,B-SYMPTOMS
25023062.txt,moderate,O
25023062.txt,pericardial,B-SYMPTOMS
25023062.txt,effusion,I-SYMPTOMS
25023062.txt,risk,O
25023062.txt,assessment,O
25023062.txt,patient,O
25023062.txt,highrisk,O
25023062.txt,category,O
25023062.txt,undergo,O
25023062.txt,rituximabhyperfractionatedcyclophosphamidevincristinedoxorubicindexamethasone,O
25023062.txt,rhypercvad,O
25023062.txt,chemotherapy,O
25023062.txt,protocol,O
25023062.txt,laboratory,O
25023062.txt,value,O
25023062.txt,summarize,O
25023062.txt,table,O
25023062.txt,1,O
25023062.txt,receive,O
25023062.txt,highdose,O
25023062.txt,cyclophosphamide,O
25023062.txt,300mgm2,O
25023062.txt,twice,O
25023062.txt,daily,O
25023062.txt,3,O
25023062.txt,day,O
25023062.txt,doxorubicin,O
25023062.txt,25mgm2day,O
25023062.txt,2,O
25023062.txt,day,O
25023062.txt,rituximab,O
25023062.txt,375mgm2day,O
25023062.txt,1,O
25023062.txt,day,O
25023062.txt,dexamethasone,O
25023062.txt,40mgday,O
25023062.txt,4,O
25023062.txt,day,O
25023062.txt,vincristine,O
25023062.txt,2mgday,O
25023062.txt,2,O
25023062.txt,day,O
25023062.txt,total,O
25023062.txt,treatment,O
25023062.txt,dose,O
25023062.txt,cyclophosphamide,O
25023062.txt,doxorubicin,O
25023062.txt,receive,O
25023062.txt,1800mgm2,O
25023062.txt,50mgm2,O
25023062.txt,respectively,O
25023062.txt,give,O
25023062.txt,allopurinol,O
25023062.txt,300mgday,O
25023062.txt,perorally,O
25023062.txt,sodium,O
25023062.txt,bicarbonate,O
25023062.txt,84,O
25023062.txt,10,O
25023062.txt,flaconday,O
25023062.txt,infusion,O
25023062.txt,24,O
25023062.txt,hour,O
25023062.txt,chemotherapy,O
25023062.txt,mesna,O
25023062.txt,600mgm2day,O
25023062.txt,2,O
25023062.txt,day,O
25023062.txt,prophylaxis,O
25023062.txt,tumor,B-DISEASE
25023062.txt,lysis,I-DISEASE
25023062.txt,syndrome,I-DISEASE
25023062.txt,hemorrhagic,B-DISEASE
25023062.txt,cystitis,I-DISEASE
25023062.txt,respectively,O
25023062.txt,receive,O
25023062.txt,granisetron,O
25023062.txt,2mgday,O
25023062.txt,lansoprazole,O
25023062.txt,30mgday,O
25023062.txt,antiemetogenic,O
25023062.txt,gastric,O
25023062.txt,prophylaxis,O
25023062.txt,respectively,O
25023062.txt,patient,O
25023062.txt,develop,O
25023062.txt,dyspnea,B-SYMPTOMS
25023062.txt,seventh,O
25023062.txt,day,O
25023062.txt,therapy,O
25023062.txt,physical,O
25023062.txt,examination,O
25023062.txt,reveal,O
25023062.txt,blood,O
25023062.txt,pressure,O
25023062.txt,10060mmhg,O
25023062.txt,heart,O
25023062.txt,rate,O
25023062.txt,110,O
25023062.txt,beatsminute,O
25023062.txt,chest,O
25023062.txt,auscultation,O
25023062.txt,inspiratory,O
25023062.txt,sound,O
25023062.txt,hear,O
25023062.txt,low,O
25023062.txt,zone,O
25023062.txt,inspiratory,O
25023062.txt,crackle,O
25023062.txt,hear,O
25023062.txt,middle,O
25023062.txt,zone,O
25023062.txt,cardiac,O
25023062.txt,murmur,O
25023062.txt,s3,B-SYMPTOMS
25023062.txt,hear,O
25023062.txt,ecg,O
25023062.txt,show,O
25023062.txt,low,O
25023062.txt,voltage,O
25023062.txt,limb,O
25023062.txt,precordial,O
25023062.txt,lead,O
25023062.txt,tte,O
25023062.txt,show,O
25023062.txt,diffusely,O
25023062.txt,increase,O
25023062.txt,myocardial,O
25023062.txt,echogenicity,O
25023062.txt,mild,O
25023062.txt,pericardial,O
25023062.txt,effusion,O
25023062.txt,generally,O
25023062.txt,impair,O
25023062.txt,biventricular,O
25023062.txt,systolic,O
25023062.txt,function,O
25023062.txt,lvef,O
25023062.txt,31,O
25023062.txt,right,O
25023062.txt,ventricular,O
25023062.txt,midapical,O
25023062.txt,akinesis,B-SYMPTOMS
25023062.txt,manifest,O
25023062.txt,pleural,B-SYMPTOMS
25023062.txt,effusion,I-SYMPTOMS
25023062.txt,detect,O
25023062.txt,druginduced,O
25023062.txt,cardiotoxicity,O
25023062.txt,myocarditis,B-DISEASE
25023062.txt,suspect,O
25023062.txt,furosemide,O
25023062.txt,ramipril,O
25023062.txt,start,O
25023062.txt,betablocker,O
25023062.txt,therapy,O
25023062.txt,patient,O
25023062.txt,take,O
25023062.txt,hypertension,O
25023062.txt,continue,O
25023062.txt,12,O
25023062.txt,day,O
25023062.txt,tte,O
25023062.txt,show,O
25023062.txt,lvef,O
25023062.txt,37,O
25023062.txt,normal,O
25023062.txt,right,O
25023062.txt,ventricular,O
25023062.txt,function,O
25023062.txt,dyspnea,O
25023062.txt,decrease,O
25023062.txt,discharge,O
25023062.txt,day,O
25023062.txt,20,O
25023062.txt,1,O
25023062.txt,month,O
25023062.txt,tte,O
25023062.txt,show,O
25023062.txt,normal,O
25023062.txt,biventricular,O
25023062.txt,function,O
25023062.txt,lvef,O
25023062.txt,60,O
25023062.txt,course,O
25023062.txt,rhypercvad,O
25023062.txt,chemotherapy,O
25023062.txt,protocol,O
25023062.txt,undergo,O
25023062.txt,highdose,O
25023062.txt,methotrexate,O
25023062.txt,cytarabine,O
25023062.txt,cycle,O
25023062.txt,severe,O
25023062.txt,neutropenia,B-SYMPTOMS
25023062.txt,pneumonia,B-DISEASE
25023062.txt,cardiac,O
25023062.txt,failure,O
25023062.txt,symptom,O
25023062.txt,chemotherapy,O
25023062.txt,course,O
25023062.txt,decline,O
25023062.txt,course,O
25023062.txt,chemotherapy,O
25023062.txt,remission,B-SYMPTOMS
25023062.txt,despite,O
25023062.txt,abbreviate,O
25023062.txt,course,O
25023062.txt,chemotherapy,O
25024632.txt,29yearold,O
25024632.txt,primipara,B-SEX
25024632.txt,present,O
25024632.txt,complaint,O
25024632.txt,persistent,O
25024632.txt,severe,O
25024632.txt,right,O
25024632.txt,side,O
25024632.txt,upper,O
25024632.txt,abdominal,O
25024632.txt,pain,B-SYMPTOMS
25024632.txt,deep,O
25024632.txt,inspiration,O
25024632.txt,physical,O
25024632.txt,exercise,O
25024632.txt,local,O
25024632.txt,pressure,O
25024632.txt,complaint,O
25024632.txt,develop,O
25024632.txt,gradually,O
25024632.txt,give,O
25024632.txt,birth,O
25024632.txt,year,O
25024632.txt,early,O
25024632.txt,pregnancy,O
25024632.txt,complicate,O
25024632.txt,hellp,B-DISEASE
25024632.txt,syndrome,I-DISEASE
25024632.txt,subcapsular,O
25024632.txt,liver,O
25024632.txt,hematoma,B-SYMPTOMS
25024632.txt,size,O
25024632.txt,20,O
25024632.txt,cm,O
25024632.txt,  ,O
25024632.txt,5,O
25024632.txt,cm,O
25024632.txt,resolve,O
25024632.txt,spontaneously,O
25024632.txt,current,O
25024632.txt,presentation,O
25024632.txt,liver,O
25024632.txt,function,O
25024632.txt,test,O
25024632.txt,normal,O
25024632.txt,assure,O
25024632.txt,having,O
25024632.txt,experience,O
25024632.txt,sign,O
25024632.txt,suggestive,O
25024632.txt,sexually,O
25024632.txt,transmit,O
25024632.txt,disease,O
25024632.txt,pelvic,B-DISEASE
25024632.txt,inflammatory,I-DISEASE
25024632.txt,disease,I-DISEASE
25024632.txt,pid,O
25024632.txt,undergo,O
25024632.txt,intraabdominal,O
25024632.txt,intervention,O
25024632.txt,upperabdominal,O
25024632.txt,magnetic,O
25024632.txt,resonance,O
25024632.txt,imaging,O
25024632.txt,reveal,O
25024632.txt,density,B-SYMPTOMS
25024632.txt,liver,O
25024632.txt,diaphragm,O
25024632.txt,site,O
25024632.txt,subcapsular,O
25024632.txt,hematoma,O
25024632.txt,suspect,O
25024632.txt,perihepatic,O
25024632.txt,adhesion,B-SYMPTOMS
25024632.txt,figure,O
25024632.txt,1,O
25024632.txt,refer,O
25024632.txt,hepatobiliary,O
25024632.txt,surgeon,O
25024632.txt,perform,O
25024632.txt,laparoscopy,O
25024632.txt,confirm,O
25024632.txt,presence,O
25024632.txt,thick,O
25024632.txt,adhesion,O
25024632.txt,liver,O
25024632.txt,segment,O
25024632.txt,vviii,O
25024632.txt,diaphragm,O
25024632.txt,figure,O
25024632.txt,2,O
25024632.txt,adhesiolysis,O
25024632.txt,perform,O
25024632.txt,session,O
25024632.txt,monopolar,O
25024632.txt,diathermia,O
25024632.txt,sharp,O
25024632.txt,dissection,O
25024632.txt,follow,O
25024632.txt,instillation,O
25024632.txt,15,O
25024632.txt,l,O
25024632.txt,adept,O
25024632.txt,4,O
25024632.txt,icodextrin,O
25024632.txt,solution,O
25024632.txt,peritoneal,O
25024632.txt,cavity,O
25024632.txt,prevent,O
25024632.txt,formation,O
25024632.txt,new,O
25024632.txt,adhesion,O
25024632.txt,followup,O
25024632.txt,year,O
25024632.txt,postsurgery,O
25024632.txt,free,O
25024632.txt,symptom,O
25139918.txt,45yearold,O
25139918.txt,woman,B-SEX
25139918.txt,present,O
25139918.txt,general,O
25139918.txt,practitioner,O
25139918.txt,leftsided,O
25139918.txt,neck,O
25139918.txt,shoulder,O
25139918.txt,pain,B-SYMPTOMS
25139918.txt,pain,O
25139918.txt,mild,O
25139918.txt,nonspecific,O
25139918.txt,patient,O
25139918.txt,history,O
25139918.txt,unremarkable,O
25139918.txt,deny,O
25139918.txt,history,O
25139918.txt,smoke,O
25139918.txt,excessive,O
25139918.txt,alcohol,O
25139918.txt,use,O
25139918.txt,radiation,O
25139918.txt,exposure,O
25139918.txt,physical,O
25139918.txt,examination,O
25139918.txt,demonstrate,O
25139918.txt,mild,O
25139918.txt,left,O
25139918.txt,side,O
25139918.txt,cervical,O
25139918.txt,lymphadenopathy,B-SYMPTOMS
25139918.txt,routine,O
25139918.txt,blood,O
25139918.txt,test,O
25139918.txt,reveal,O
25139918.txt,borderline,O
25139918.txt,elevate,O
25139918.txt,calcium,O
25139918.txt,105,O
25139918.txt,mgdl,O
25139918.txt,subsequent,O
25139918.txt,work,O
25139918.txt,exhibit,O
25139918.txt,markedly,O
25139918.txt,elevate,O
25139918.txt,parathyroid,O
25139918.txt,hormone,O
25139918.txt,level,O
25139918.txt,286,O
25139918.txt,pgml,O
25139918.txt,patient,O
25139918.txt,refer,O
25139918.txt,otolaryngology,O
25139918.txt,evaluation,O
25139918.txt,thyroid,O
25139918.txt,ultrasound,O
25139918.txt,show,O
25139918.txt,hypoechoic,O
25139918.txt,nodule,B-SYMPTOMS
25139918.txt,left,O
25139918.txt,low,O
25139918.txt,lobe,O
25139918.txt,thyroid,O
25139918.txt,ct,O
25139918.txt,scan,O
25139918.txt,neck,O
25139918.txt,reveal,O
25139918.txt,2,O
25139918.txt,cm,O
25139918.txt,hypodense,O
25139918.txt,nodule,O
25139918.txt,posterior,O
25139918.txt,inferior,O
25139918.txt,aspect,O
25139918.txt,left,O
25139918.txt,low,O
25139918.txt,thyroid,O
25139918.txt,sestamibi,O
25139918.txt,scan,O
25139918.txt,show,O
25139918.txt,increase,O
25139918.txt,uptake,O
25139918.txt,low,O
25139918.txt,pole,O
25139918.txt,left,O
25139918.txt,thyroid,O
25139918.txt,lobe,O
25139918.txt,elevated,O
25139918.txt,pth,O
25139918.txt,aberrant,B-SYMPTOMS
25139918.txt,parathyroid,O
25139918.txt,gland,O
